id,geography,totpop,fem18_49,per_fem,medinc,moe_medinc
36005000100,"Census Tract 1, Bronx County, New York city, New York",11091,787,7.1,,
36005000200,"Census Tract 2, Bronx County, New York city, New York",4334,1042,24.0,72034.0,13991.0
36005000400,"Census Tract 4, Bronx County, New York city, New York",5503,1404,25.5,74836.0,8407.0
36005001600,"Census Tract 16, Bronx County, New York city, New York",5643,1351,23.9,32312.0,6859.0
36005001900,"Census Tract 19, Bronx County, New York city, New York",1917,476,24.8,37936.0,3771.0
36005002000,"Census Tract 20, Bronx County, New York city, New York",8731,2193,25.1,18086.0,3694.0
36005002300,"Census Tract 23, Bronx County, New York city, New York",4933,1231,25.0,14479.0,1901.0
36005002400,"Census Tract 24, Bronx County, New York city, New York",4,1,25.0,,
36005002500,"Census Tract 25, Bronx County, New York city, New York",5491,1334,24.3,17226.0,6097.0
36005002701,"Census Tract 27.01, Bronx County, New York city, New York",3113,764,24.5,20153.0,5229.0
36005002702,"Census Tract 27.02, Bronx County, New York city, New York",4475,1141,25.5,17147.0,7165.0
36005002800,"Census Tract 28, Bronx County, New York city, New York",5586,1324,23.7,49529.0,5441.0
36005003100,"Census Tract 31, Bronx County, New York city, New York",1597,414,25.900000000000002,37250.0,12079.0
36005003300,"Census Tract 33, Bronx County, New York city, New York",3413,920,27.0,19923.0,2402.0
36005003500,"Census Tract 35, Bronx County, New York city, New York",3761,957,25.4,26541.0,7009.0
36005003700,"Census Tract 37, Bronx County, New York city, New York",245,52,21.2,,
36005003800,"Census Tract 38, Bronx County, New York city, New York",1264,314,24.8,37685.0,6696.0
36005003900,"Census Tract 39, Bronx County, New York city, New York",6475,1526,23.599999999999998,25990.0,6323.0
36005004001,"Census Tract 40.01, Bronx County, New York city, New York",1420,329,23.200000000000003,48056.0,6057.0
36005004100,"Census Tract 41, Bronx County, New York city, New York",6127,1476,24.099999999999998,18636.0,3658.0
36005004200,"Census Tract 42, Bronx County, New York city, New York",7143,1719,24.099999999999998,25741.0,7845.0
36005004300,"Census Tract 43, Bronx County, New York city, New York",5056,1273,25.2,21448.0,3092.0
36005004400,"Census Tract 44, Bronx County, New York city, New York",4797,1171,24.4,22719.0,2899.0
36005004600,"Census Tract 46, Bronx County, New York city, New York",1555,337,21.7,40950.0,10707.0
36005004800,"Census Tract 48, Bronx County, New York city, New York",3883,987,25.4,30301.0,4692.0
36005005001,"Census Tract 50.01, Bronx County, New York city, New York",4767,1158,24.3,27456.0,9296.0
36005005002,"Census Tract 50.02, Bronx County, New York city, New York",5823,1412,24.2,28039.0,5380.0
36005005100,"Census Tract 51, Bronx County, New York city, New York",5810,1495,25.7,18633.0,2086.0
36005005200,"Census Tract 52, Bronx County, New York city, New York",2031,512,25.2,17756.0,3843.0
36005005300,"Census Tract 53, Bronx County, New York city, New York",4669,1245,26.700000000000003,17719.0,4121.0
36005005400,"Census Tract 54, Bronx County, New York city, New York",5853,1433,24.5,27380.0,6078.0
36005005600,"Census Tract 56, Bronx County, New York city, New York",2711,629,23.200000000000003,17771.0,4860.0
36005005902,"Census Tract 59.02, Bronx County, New York city, New York",2582,594,23.0,38542.0,6531.0
36005006000,"Census Tract 60, Bronx County, New York city, New York",1129,270,23.9,41190.0,4642.0
36005006100,"Census Tract 61, Bronx County, New York city, New York",3713,706,19.0,48298.0,9993.0
36005006200,"Census Tract 62, Bronx County, New York city, New York",6585,1618,24.6,24480.0,5909.0
36005006300,"Census Tract 63, Bronx County, New York city, New York",5280,1320,25.0,32064.0,4061.0
36005006400,"Census Tract 64, Bronx County, New York city, New York",3967,911,23.0,30726.0,8555.0
36005006500,"Census Tract 65, Bronx County, New York city, New York",5337,1305,24.5,21384.0,5108.0
36005006700,"Census Tract 67, Bronx County, New York city, New York",6984,1766,25.3,21016.0,4709.0
36005006800,"Census Tract 68, Bronx County, New York city, New York",2897,688,23.7,47232.0,11781.0
36005006900,"Census Tract 69, Bronx County, New York city, New York",7564,2034,26.900000000000002,19741.0,7359.0
36005007000,"Census Tract 70, Bronx County, New York city, New York",4584,1144,25.0,34191.0,7201.0
36005007100,"Census Tract 71, Bronx County, New York city, New York",1907,454,23.799999999999997,38289.0,6810.0
36005007200,"Census Tract 72, Bronx County, New York city, New York",5432,1295,23.799999999999997,37634.0,8074.0
36005007300,"Census Tract 73, Bronx County, New York city, New York",3893,958,24.6,18358.0,5706.0
36005007400,"Census Tract 74, Bronx County, New York city, New York",3710,872,23.5,44455.0,7777.0
36005007500,"Census Tract 75, Bronx County, New York city, New York",4869,1189,24.4,25452.0,5317.0
36005007600,"Census Tract 76, Bronx County, New York city, New York",5190,1251,24.099999999999998,33465.0,6930.0
36005007700,"Census Tract 77, Bronx County, New York city, New York",1927,454,23.599999999999998,26486.0,7002.0
36005007800,"Census Tract 78, Bronx County, New York city, New York",6418,1571,24.5,30437.0,12004.0
36005007900,"Census Tract 79, Bronx County, New York city, New York",6733,1682,25.0,24278.0,9630.0
36005008300,"Census Tract 83, Bronx County, New York city, New York",6155,1528,24.8,19818.0,8210.0
36005008400,"Census Tract 84, Bronx County, New York city, New York",2374,597,25.1,60135.0,8334.0
36005008500,"Census Tract 85, Bronx County, New York city, New York",5457,1430,26.200000000000003,27174.0,7981.0
36005008600,"Census Tract 86, Bronx County, New York city, New York",4176,1006,24.099999999999998,23045.0,6048.0
36005008700,"Census Tract 87, Bronx County, New York city, New York",5466,1330,24.3,29188.0,5168.0
36005008900,"Census Tract 89, Bronx County, New York city, New York",3177,744,23.400000000000002,20849.0,7996.0
36005009000,"Census Tract 90, Bronx County, New York city, New York",3667,889,24.2,27000.0,12365.0
36005009200,"Census Tract 92, Bronx County, New York city, New York",5017,1266,25.2,35227.0,8725.0
36005009300,"Census Tract 93, Bronx County, New York city, New York",6356,1442,22.7,30159.0,4279.0
36005009600,"Census Tract 96, Bronx County, New York city, New York",2594,607,23.400000000000002,41250.0,7688.0
36005009800,"Census Tract 98, Bronx County, New York city, New York",5038,1194,23.7,57438.0,12832.0
36005011000,"Census Tract 110, Bronx County, New York city, New York",151,38,25.2,,
36005011502,"Census Tract 115.02, Bronx County, New York city, New York",4340,1108,25.5,21765.0,5551.0
36005011700,"Census Tract 117, Bronx County, New York city, New York",1585,417,26.3,25483.0,7151.0
36005011800,"Census Tract 118, Bronx County, New York city, New York",5089,962,18.9,83077.0,11253.0
36005011900,"Census Tract 119, Bronx County, New York city, New York",5698,1409,24.7,22097.0,5308.0
36005012101,"Census Tract 121.01, Bronx County, New York city, New York",3090,784,25.4,27813.0,4935.0
36005012102,"Census Tract 121.02, Bronx County, New York city, New York",1631,424,26.0,20028.0,4672.0
36005012300,"Census Tract 123, Bronx County, New York city, New York",4152,1098,26.400000000000002,21300.0,9643.0
36005012500,"Census Tract 125, Bronx County, New York city, New York",3905,1047,26.8,26348.0,2834.0
36005012701,"Census Tract 127.01, Bronx County, New York city, New York",2253,544,24.099999999999998,18641.0,3928.0
36005012901,"Census Tract 129.01, Bronx County, New York city, New York",4015,1029,25.6,18269.0,4443.0
36005013000,"Census Tract 130, Bronx County, New York city, New York",1032,229,22.2,77917.0,19751.0
36005013100,"Census Tract 131, Bronx County, New York city, New York",5103,1353,26.5,25271.0,7236.0
36005013200,"Census Tract 132, Bronx County, New York city, New York",5890,1397,23.7,96701.0,6298.0
36005013300,"Census Tract 133, Bronx County, New York city, New York",6384,1547,24.2,25282.0,8305.0
36005013500,"Census Tract 135, Bronx County, New York city, New York",3583,920,25.7,23279.0,5337.0
36005013800,"Census Tract 138, Bronx County, New York city, New York",3042,660,21.7,79773.0,16378.0
36005014100,"Census Tract 141, Bronx County, New York city, New York",3437,920,26.8,32500.0,6835.0
36005014300,"Census Tract 143, Bronx County, New York city, New York",1003,211,21.0,12000.0,5279.0
36005014400,"Census Tract 144, Bronx County, New York city, New York",5880,1458,24.8,19418.0,3697.0
36005014500,"Census Tract 145, Bronx County, New York city, New York",5816,1505,25.900000000000002,22711.0,11074.0
36005014701,"Census Tract 147.01, Bronx County, New York city, New York",6461,1631,25.2,14334.0,4251.0
36005014702,"Census Tract 147.02, Bronx County, New York city, New York",5110,1298,25.4,17782.0,2306.0
36005014900,"Census Tract 149, Bronx County, New York city, New York",4591,1108,24.099999999999998,27212.0,7590.0
36005015100,"Census Tract 151, Bronx County, New York city, New York",5409,1410,26.1,30339.0,4993.0
36005015200,"Census Tract 152, Bronx County, New York city, New York",2341,548,23.400000000000002,70162.0,5637.0
36005015300,"Census Tract 153, Bronx County, New York city, New York",4031,1018,25.3,19630.0,5355.0
36005015500,"Census Tract 155, Bronx County, New York city, New York",3005,734,24.4,21136.0,2778.0
36005015700,"Census Tract 157, Bronx County, New York city, New York",3580,942,26.3,33785.0,6549.0
36005015800,"Census Tract 158, Bronx County, New York city, New York",1206,293,24.3,77045.0,10438.0
36005015900,"Census Tract 159, Bronx County, New York city, New York",2164,490,22.6,16027.0,5922.0
36005016000,"Census Tract 160, Bronx County, New York city, New York",3767,828,22.0,77216.0,22985.0
36005016100,"Census Tract 161, Bronx County, New York city, New York",4380,1082,24.7,12467.0,6442.0
36005016200,"Census Tract 162, Bronx County, New York city, New York",1769,386,21.8,70682.0,32797.0
36005016300,"Census Tract 163, Bronx County, New York city, New York",0,0,0.0,,
36005016400,"Census Tract 164, Bronx County, New York city, New York",1141,242,21.2,60682.0,17257.0
36005016500,"Census Tract 165, Bronx County, New York city, New York",1077,310,28.799999999999997,26645.0,9252.0
36005016600,"Census Tract 166, Bronx County, New York city, New York",2166,523,24.099999999999998,63421.0,14767.0
36005016700,"Census Tract 167, Bronx County, New York city, New York",2047,569,27.800000000000004,27222.0,5912.0
36005016900,"Census Tract 169, Bronx County, New York city, New York",1663,426,25.6,27697.0,10117.0
36005017100,"Census Tract 171, Bronx County, New York city, New York",0,0,0.0,,
36005017300,"Census Tract 173, Bronx County, New York city, New York",5987,1407,23.5,18720.0,5158.0
36005017500,"Census Tract 175, Bronx County, New York city, New York",6911,1691,24.5,22000.0,8045.0
36005017701,"Census Tract 177.01, Bronx County, New York city, New York",4294,1015,23.599999999999998,25022.0,9623.0
36005017702,"Census Tract 177.02, Bronx County, New York city, New York",4805,1179,24.5,23485.0,4504.0
36005017901,"Census Tract 179.01, Bronx County, New York city, New York",4677,1164,24.9,21376.0,4131.0
36005017902,"Census Tract 179.02, Bronx County, New York city, New York",3587,939,26.200000000000003,20852.0,10152.0
36005018101,"Census Tract 181.01, Bronx County, New York city, New York",3300,893,27.1,27371.0,3090.0
36005018102,"Census Tract 181.02, Bronx County, New York city, New York",5555,1317,23.7,38250.0,3785.0
36005018301,"Census Tract 183.01, Bronx County, New York city, New York",4525,1005,22.2,29987.0,2690.0
36005018302,"Census Tract 183.02, Bronx County, New York city, New York",3647,966,26.5,31324.0,5646.0
36005018400,"Census Tract 184, Bronx County, New York city, New York",3855,913,23.7,60518.0,13541.0
36005018500,"Census Tract 185, Bronx County, New York city, New York",7466,2125,28.499999999999996,26496.0,7896.0
36005018900,"Census Tract 189, Bronx County, New York city, New York",7752,2086,26.900000000000002,21180.0,4212.0
36005019300,"Census Tract 193, Bronx County, New York city, New York",5461,1440,26.400000000000002,23267.0,5349.0
36005019400,"Census Tract 194, Bronx County, New York city, New York",1903,453,23.799999999999997,51176.0,14195.0
36005019500,"Census Tract 195, Bronx County, New York city, New York",7756,2013,26.0,26706.0,3344.0
36005019700,"Census Tract 197, Bronx County, New York city, New York",7501,1818,24.2,25875.0,5225.0
36005019900,"Census Tract 199, Bronx County, New York city, New York",8154,2164,26.5,24914.0,3073.0
36005020000,"Census Tract 200, Bronx County, New York city, New York",4878,1219,25.0,44771.0,6435.0
36005020100,"Census Tract 201, Bronx County, New York city, New York",4013,1056,26.3,24160.0,9036.0
36005020200,"Census Tract 202, Bronx County, New York city, New York",2155,532,24.7,38487.0,8620.0
36005020400,"Census Tract 204, Bronx County, New York city, New York",2976,824,27.700000000000003,49519.0,8281.0
36005020501,"Census Tract 205.01, Bronx County, New York city, New York",6996,1814,25.900000000000002,23160.0,6160.0
36005020502,"Census Tract 205.02, Bronx County, New York city, New York",1764,395,22.400000000000002,15343.0,4243.0
36005020601,"Census Tract 206.01, Bronx County, New York city, New York",3050,703,23.0,76429.0,22078.0
36005020900,"Census Tract 209, Bronx County, New York city, New York",4361,1168,26.8,27311.0,7922.0
36005021001,"Census Tract 210.01, Bronx County, New York city, New York",8521,2301,27.0,48396.0,3518.0
36005021002,"Census Tract 210.02, Bronx County, New York city, New York",6839,1752,25.6,43313.0,7572.0
36005021100,"Census Tract 211, Bronx County, New York city, New York",5565,1448,26.0,23724.0,4729.0
36005021200,"Census Tract 212, Bronx County, New York city, New York",5267,1374,26.1,51443.0,3590.0
36005021301,"Census Tract 213.01, Bronx County, New York city, New York",1201,296,24.6,16378.0,7085.0
36005021302,"Census Tract 213.02, Bronx County, New York city, New York",5415,1351,24.9,30362.0,6916.0
36005021501,"Census Tract 215.01, Bronx County, New York city, New York",3506,994,28.4,26076.0,4615.0
36005021502,"Census Tract 215.02, Bronx County, New York city, New York",6051,1604,26.5,18507.0,3701.0
36005021601,"Census Tract 216.01, Bronx County, New York city, New York",4206,1091,25.900000000000002,25847.0,5933.0
36005021602,"Census Tract 216.02, Bronx County, New York city, New York",5769,1539,26.700000000000003,41487.0,5816.0
36005021700,"Census Tract 217, Bronx County, New York city, New York",5334,1414,26.5,22721.0,5837.0
36005021800,"Census Tract 218, Bronx County, New York city, New York",6499,1715,26.400000000000002,37303.0,12102.0
36005021900,"Census Tract 219, Bronx County, New York city, New York",1367,341,24.9,31292.0,8449.0
36005022000,"Census Tract 220, Bronx County, New York city, New York",1487,377,25.4,23167.0,5153.0
36005022101,"Census Tract 221.01, Bronx County, New York city, New York",3849,981,25.5,25870.0,4641.0
36005022102,"Census Tract 221.02, Bronx County, New York city, New York",5488,1341,24.4,18664.0,2947.0
36005022200,"Census Tract 222, Bronx County, New York city, New York",3425,864,25.2,40331.0,11229.0
36005022300,"Census Tract 223, Bronx County, New York city, New York",5047,1311,26.0,24277.0,2983.0
36005022401,"Census Tract 224.01, Bronx County, New York city, New York",2708,734,27.1,43611.0,7539.0
36005022403,"Census Tract 224.03, Bronx County, New York city, New York",3188,846,26.5,38333.0,9373.0
36005022404,"Census Tract 224.04, Bronx County, New York city, New York",4509,1216,27.0,42070.0,8585.0
36005022500,"Census Tract 225, Bronx County, New York city, New York",7698,1962,25.5,29302.0,3871.0
36005022701,"Census Tract 227.01, Bronx County, New York city, New York",5196,1369,26.3,29426.0,3444.0
36005022702,"Census Tract 227.02, Bronx County, New York city, New York",1699,410,24.099999999999998,23500.0,15325.0
36005022703,"Census Tract 227.03, Bronx County, New York city, New York",1556,420,27.0,45673.0,9614.0
36005022800,"Census Tract 228, Bronx County, New York city, New York",6218,1633,26.3,45069.0,11303.0
36005022901,"Census Tract 229.01, Bronx County, New York city, New York",5370,1370,25.5,24115.0,6826.0
36005022902,"Census Tract 229.02, Bronx County, New York city, New York",3273,910,27.800000000000004,24142.0,7428.0
36005023000,"Census Tract 230, Bronx County, New York city, New York",2950,741,25.1,43929.0,19129.0
36005023100,"Census Tract 231, Bronx County, New York city, New York",1537,369,24.0,24250.0,15825.0
36005023200,"Census Tract 232, Bronx County, New York city, New York",2661,678,25.5,44318.0,10356.0
36005023301,"Census Tract 233.01, Bronx County, New York city, New York",4377,1075,24.6,26250.0,5052.0
36005023302,"Census Tract 233.02, Bronx County, New York city, New York",3415,858,25.1,22566.0,8178.0
36005023501,"Census Tract 235.01, Bronx County, New York city, New York",3341,858,25.7,27316.0,10692.0
36005023502,"Census Tract 235.02, Bronx County, New York city, New York",4386,964,22.0,21582.0,2792.0
36005023600,"Census Tract 236, Bronx County, New York city, New York",1907,493,25.900000000000002,40903.0,3595.0
36005023702,"Census Tract 237.02, Bronx County, New York city, New York",1241,301,24.3,32500.0,7283.0
36005023703,"Census Tract 237.03, Bronx County, New York city, New York",5253,1338,25.5,27128.0,7618.0
36005023704,"Census Tract 237.04, Bronx County, New York city, New York",3758,1018,27.1,20918.0,2897.0
36005023800,"Census Tract 238, Bronx County, New York city, New York",2615,667,25.5,50074.0,9350.0
36005023900,"Census Tract 239, Bronx County, New York city, New York",8348,2146,25.7,20985.0,6855.0
36005024000,"Census Tract 240, Bronx County, New York city, New York",3882,1002,25.8,34705.0,4686.0
36005024100,"Census Tract 241, Bronx County, New York city, New York",6182,1587,25.7,23856.0,4225.0
36005024300,"Census Tract 243, Bronx County, New York city, New York",5685,1501,26.400000000000002,19669.0,2381.0
36005024400,"Census Tract 244, Bronx County, New York city, New York",2120,511,24.099999999999998,59063.0,11820.0
36005024501,"Census Tract 245.01, Bronx County, New York city, New York",4864,1222,25.1,24864.0,4521.0
36005024502,"Census Tract 245.02, Bronx County, New York city, New York",3640,957,26.3,25605.0,10156.0
36005024600,"Census Tract 246, Bronx County, New York city, New York",2058,516,25.1,63516.0,10356.0
36005024700,"Census Tract 247, Bronx County, New York city, New York",1764,478,27.1,41455.0,4720.0
36005024800,"Census Tract 248, Bronx County, New York city, New York",3363,732,21.8,52279.0,14838.0
36005024900,"Census Tract 249, Bronx County, New York city, New York",0,0,0.0,,
36005025000,"Census Tract 250, Bronx County, New York city, New York",2383,480,20.1,54726.0,16587.0
36005025100,"Census Tract 251, Bronx County, New York city, New York",6802,1653,24.3,28615.0,6458.0
36005025200,"Census Tract 252, Bronx County, New York city, New York",2530,602,23.799999999999997,60625.0,18518.0
36005025300,"Census Tract 253, Bronx County, New York city, New York",6332,1610,25.4,30957.0,3740.0
36005025400,"Census Tract 254, Bronx County, New York city, New York",1959,432,22.1,50238.0,4346.0
36005025500,"Census Tract 255, Bronx County, New York city, New York",6529,1696,26.0,19458.0,7457.0
36005025600,"Census Tract 256, Bronx County, New York city, New York",1663,389,23.400000000000002,37236.0,5257.0
36005025700,"Census Tract 257, Bronx County, New York city, New York",1912,499,26.1,28203.0,11737.0
36005026100,"Census Tract 261, Bronx County, New York city, New York",1932,410,21.2,73688.0,6611.0
36005026300,"Census Tract 263, Bronx County, New York city, New York",6984,1507,21.6,32663.0,10314.0
36005026400,"Census Tract 264, Bronx County, New York city, New York",4935,1161,23.5,72019.0,20764.0
36005026500,"Census Tract 265, Bronx County, New York city, New York",6942,1739,25.1,31147.0,4465.0
36005026601,"Census Tract 266.01, Bronx County, New York city, New York",2911,627,21.5,52450.0,9492.0
36005026602,"Census Tract 266.02, Bronx County, New York city, New York",5301,1213,22.900000000000002,40755.0,9476.0
36005026701,"Census Tract 267.01, Bronx County, New York city, New York",4037,1067,26.400000000000002,37061.0,4534.0
36005026702,"Census Tract 267.02, Bronx County, New York city, New York",7040,1969,28.000000000000004,39432.0,10685.0
36005026900,"Census Tract 269, Bronx County, New York city, New York",3777,988,26.200000000000003,33365.0,5922.0
36005027300,"Census Tract 273, Bronx County, New York city, New York",7942,2061,26.0,42093.0,7063.0
36005027401,"Census Tract 274.01, Bronx County, New York city, New York",4785,1002,20.9,80673.0,10749.0
36005027402,"Census Tract 274.02, Bronx County, New York city, New York",3386,697,20.599999999999998,71849.0,16414.0
36005027600,"Census Tract 276, Bronx County, New York city, New York",473,115,24.3,54167.0,17596.0
36005027700,"Census Tract 277, Bronx County, New York city, New York",5065,1342,26.5,33095.0,9330.0
36005027900,"Census Tract 279, Bronx County, New York city, New York",6966,1750,25.1,55573.0,6246.0
36005028100,"Census Tract 281, Bronx County, New York city, New York",3794,736,19.400000000000002,61886.0,3689.0
36005028300,"Census Tract 283, Bronx County, New York city, New York",3149,814,25.8,24759.0,6315.0
36005028400,"Census Tract 284, Bronx County, New York city, New York",894,111,12.4,,
36005028500,"Census Tract 285, Bronx County, New York city, New York",3307,878,26.5,54232.0,7979.0
36005028600,"Census Tract 286, Bronx County, New York city, New York",1191,274,23.0,61563.0,15252.0
36005028700,"Census Tract 287, Bronx County, New York city, New York",3178,772,24.3,51692.0,5836.0
36005028800,"Census Tract 288, Bronx County, New York city, New York",3097,658,21.2,91125.0,19099.0
36005028900,"Census Tract 289, Bronx County, New York city, New York",4502,1159,25.7,47361.0,11842.0
36005029301,"Census Tract 293.01, Bronx County, New York city, New York",1875,235,12.5,102045.0,16177.0
36005029302,"Census Tract 293.02, Bronx County, New York city, New York",5052,950,18.8,94695.0,3647.0
36005029500,"Census Tract 295, Bronx County, New York city, New York",4240,1096,25.8,100750.0,16363.0
36005029600,"Census Tract 296, Bronx County, New York city, New York",2549,933,36.6,49013.0,9666.0
36005029700,"Census Tract 297, Bronx County, New York city, New York",3554,622,17.5,93452.0,13777.0
36005030000,"Census Tract 300, Bronx County, New York city, New York",5838,1403,24.0,51806.0,10669.0
36005030100,"Census Tract 301, Bronx County, New York city, New York",1304,145,11.1,76771.0,20774.0
36005030200,"Census Tract 302, Bronx County, New York city, New York",8887,1938,21.8,51536.0,6264.0
36005030701,"Census Tract 307.01, Bronx County, New York city, New York",5378,999,18.6,80846.0,5933.0
36005030900,"Census Tract 309, Bronx County, New York city, New York",3891,416,10.7,87238.0,18206.0
36005031000,"Census Tract 310, Bronx County, New York city, New York",4415,754,17.1,80724.0,14256.0
36005031200,"Census Tract 312, Bronx County, New York city, New York",1524,326,21.4,62275.0,13663.0
36005031400,"Census Tract 314, Bronx County, New York city, New York",1966,414,21.099999999999998,83393.0,11769.0
36005031600,"Census Tract 316, Bronx County, New York city, New York",1863,430,23.1,70759.0,8262.0
36005031800,"Census Tract 318, Bronx County, New York city, New York",1810,363,20.1,55739.0,9929.0
36005031900,"Census Tract 319, Bronx County, New York city, New York",751,466,62.1,,
36005032300,"Census Tract 323, Bronx County, New York city, New York",4904,954,19.5,87483.0,10229.0
36005032400,"Census Tract 324, Bronx County, New York city, New York",2957,739,25.0,27946.0,6160.0
36005032600,"Census Tract 326, Bronx County, New York city, New York",3154,674,21.4,56429.0,13031.0
36005032800,"Census Tract 328, Bronx County, New York city, New York",3979,995,25.0,30089.0,6710.0
36005033000,"Census Tract 330, Bronx County, New York city, New York",5696,1372,24.099999999999998,37811.0,3593.0
36005033201,"Census Tract 332.01, Bronx County, New York city, New York",4115,950,23.1,43038.0,6209.0
36005033202,"Census Tract 332.02, Bronx County, New York city, New York",4167,908,21.8,40638.0,10547.0
36005033400,"Census Tract 334, Bronx County, New York city, New York",1351,354,26.200000000000003,45739.0,7790.0
36005033500,"Census Tract 335, Bronx County, New York city, New York",2178,523,24.0,86983.0,14999.0
36005033600,"Census Tract 336, Bronx County, New York city, New York",6188,1602,25.900000000000002,26071.0,11570.0
36005033700,"Census Tract 337, Bronx County, New York city, New York",2357,455,19.3,83917.0,12710.0
36005033800,"Census Tract 338, Bronx County, New York city, New York",3818,1032,27.0,37043.0,5282.0
36005034000,"Census Tract 340, Bronx County, New York city, New York",4618,1189,25.7,34290.0,8995.0
36005034200,"Census Tract 342, Bronx County, New York city, New York",1675,424,25.3,43304.0,10429.0
36005034300,"Census Tract 343, Bronx County, New York city, New York",1649,360,21.8,71780.0,3693.0
36005034400,"Census Tract 344, Bronx County, New York city, New York",1736,451,26.0,67813.0,17958.0
36005034500,"Census Tract 345, Bronx County, New York city, New York",3566,774,21.7,61938.0,23178.0
36005034800,"Census Tract 348, Bronx County, New York city, New York",6129,1494,24.4,36156.0,2335.0
36005035000,"Census Tract 350, Bronx County, New York city, New York",1925,521,27.1,52344.0,13729.0
36005035100,"Census Tract 351, Bronx County, New York city, New York",3186,975,30.599999999999998,71913.0,9276.0
36005035600,"Census Tract 356, Bronx County, New York city, New York",2027,483,23.799999999999997,60694.0,13445.0
36005035800,"Census Tract 358, Bronx County, New York city, New York",7166,1736,24.2,64957.0,11334.0
36005035900,"Census Tract 359, Bronx County, New York city, New York",2061,521,25.3,22250.0,7615.0
36005036000,"Census Tract 360, Bronx County, New York city, New York",2706,597,22.1,65938.0,11508.0
36005036100,"Census Tract 361, Bronx County, New York city, New York",6019,1477,24.5,18799.0,2972.0
36005036300,"Census Tract 363, Bronx County, New York city, New York",7509,2002,26.700000000000003,18499.0,2436.0
36005036400,"Census Tract 364, Bronx County, New York city, New York",2557,643,25.1,55833.0,18167.0
36005036501,"Census Tract 365.01, Bronx County, New York city, New York",3965,1041,26.3,21122.0,3452.0
36005036502,"Census Tract 365.02, Bronx County, New York city, New York",2423,644,26.6,19740.0,5555.0
36005036700,"Census Tract 367, Bronx County, New York city, New York",2599,669,25.7,23720.0,3549.0
36005036800,"Census Tract 368, Bronx County, New York city, New York",2011,535,26.6,43889.0,15443.0
36005036901,"Census Tract 369.01, Bronx County, New York city, New York",2005,490,24.4,14821.0,6413.0
36005036902,"Census Tract 369.02, Bronx County, New York city, New York",2119,564,26.6,25100.0,7272.0
36005037000,"Census Tract 370, Bronx County, New York city, New York",2303,571,24.8,51515.0,8033.0
36005037100,"Census Tract 371, Bronx County, New York city, New York",4241,1010,23.799999999999997,19293.0,6501.0
36005037200,"Census Tract 372, Bronx County, New York city, New York",2222,557,25.1,46250.0,6706.0
36005037300,"Census Tract 373, Bronx County, New York city, New York",5318,1346,25.3,29033.0,3052.0
36005037400,"Census Tract 374, Bronx County, New York city, New York",3441,861,25.0,25974.0,5913.0
36005037504,"Census Tract 375.04, Bronx County, New York city, New York",3677,908,24.7,15707.0,4211.0
36005037600,"Census Tract 376, Bronx County, New York city, New York",2148,559,26.0,50139.0,9746.0
36005037800,"Census Tract 378, Bronx County, New York city, New York",3048,796,26.1,35625.0,7199.0
36005037900,"Census Tract 379, Bronx County, New York city, New York",5093,1307,25.7,27841.0,7643.0
36005038000,"Census Tract 380, Bronx County, New York city, New York",4585,1042,22.7,33506.0,9246.0
36005038100,"Census Tract 381, Bronx County, New York city, New York",6382,1623,25.4,25891.0,6050.0
36005038200,"Census Tract 382, Bronx County, New York city, New York",2596,693,26.700000000000003,46953.0,12550.0
36005038301,"Census Tract 383.01, Bronx County, New York city, New York",4797,1247,26.0,26295.0,5626.0
36005038302,"Census Tract 383.02, Bronx County, New York city, New York",6106,1638,26.8,22917.0,9607.0
36005038500,"Census Tract 385, Bronx County, New York city, New York",4758,1144,24.0,20229.0,3506.0
36005038600,"Census Tract 386, Bronx County, New York city, New York",7409,1981,26.700000000000003,54904.0,15154.0
36005038700,"Census Tract 387, Bronx County, New York city, New York",3216,839,26.1,19362.0,4876.0
36005038800,"Census Tract 388, Bronx County, New York city, New York",2606,665,25.5,51298.0,13976.0
36005038900,"Census Tract 389, Bronx County, New York city, New York",5325,1438,27.0,28240.0,6134.0
36005039000,"Census Tract 390, Bronx County, New York city, New York",2975,790,26.6,32364.0,11576.0
36005039100,"Census Tract 391, Bronx County, New York city, New York",6992,1767,25.3,30661.0,3590.0
36005039200,"Census Tract 392, Bronx County, New York city, New York",1781,479,26.900000000000002,39457.0,7749.0
36005039300,"Census Tract 393, Bronx County, New York city, New York",8143,2126,26.1,20891.0,2757.0
36005039400,"Census Tract 394, Bronx County, New York city, New York",4573,1127,24.6,33708.0,9358.0
36005039500,"Census Tract 395, Bronx County, New York city, New York",4146,1106,26.700000000000003,25702.0,6267.0
36005039600,"Census Tract 396, Bronx County, New York city, New York",3756,999,26.6,35221.0,7519.0
36005039700,"Census Tract 397, Bronx County, New York city, New York",3702,1569,42.4,21228.0,3785.0
36005039800,"Census Tract 398, Bronx County, New York city, New York",3090,769,24.9,70552.0,22081.0
36005039901,"Census Tract 399.01, Bronx County, New York city, New York",5228,1319,25.2,22747.0,4157.0
36005039902,"Census Tract 399.02, Bronx County, New York city, New York",5279,1367,25.900000000000002,24799.0,12346.0
36005040100,"Census Tract 401, Bronx County, New York city, New York",4593,1180,25.7,33487.0,12414.0
36005040302,"Census Tract 403.02, Bronx County, New York city, New York",4386,1116,25.4,25724.0,3634.0
