"abi"	"coname"	"addr"	"city"	"state"	"zip"	"stcode"	"cntycd"	"prmsic"	"ssic1"	"sicd"	"pnacode"	"pnatitl"	"latitude_2010"	"longitude_2010"
"375447588"	"C M COFFEE SHOP"	"340 STANHOPE ST"	"BROOKLYN"	"NY"	"11237"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7036	-73.9175
"700566202"	"COCO FRESH TEA & JUICE"	"4540 BELL BLVD"	"BAYSIDE"	"NY"	"11361"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7591	-73.7691
"433336237"	"COFFEE AMERICA USA CORP"	"30 WALL ST # 9"	"NEW YORK"	"NY"	"10005"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7071	-74.0101
"434937395"	"COFFEE BEAN & TEA LEAF"	"606 2ND AVE"	"NEW YORK"	"NY"	"10016"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7445	-73.976
"427934244"	"COFFEE BEAN & TEA LEAF"	"350 W 14TH ST # 1"	"NEW YORK"	"NY"	"10014"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7405	-74.0049
"417549288"	"COFFEE BEAN & TEA LEAF"	"1469 3RD AVE"	"NEW YORK"	"NY"	"10028"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7766	-73.9552
"415456172"	"COFFEE BEAN & TEA LEAF"	"392 COLUMBUS AVE"	"NEW YORK"	"NY"	"10024"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7818	-73.9758
"425662227"	"COFFEE BEAN & TEA LEAF"	"189 BLEECKER ST"	"NEW YORK"	"NY"	"10012"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7294	-74.0013
"415443212"	"COFFEE BEAN & TEA LEAF"	"532 AMSTERDAM AVE"	"NEW YORK"	"NY"	"10024"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7876	-73.9752
"408362001"	"COFFEE BEAN & TEA LEAF"	"1412 BROOKLYN AVE"	"BROOKLYN"	"NY"	"11210"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6385	-73.9425
"421724920"	"COFFEE BEAN & TEA LEAF"	"405 PARK AVE"	"NEW YORK"	"NY"	"10022"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7597	-73.9716
"706070401"	"COFFEE BEAN & TEA LEAF"	"280 BROADWAY # 3"	"NEW YORK"	"NY"	"10007"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7142	-74.0058
"402369354"	"COFFEE BITES"	"824 WASHINGTON AVE # 2"	"BROOKLYN"	"NY"	"11238"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6733	-73.9632
"676682412"	"COFFEE & DONUTS AT ELM AVE"	"1510 ELM AVE"	"BROOKLYN"	"NY"	"11230"	"36"	"047"	"581228"	"581203"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6178	-73.9598
"423652488"	"COFFEE HOUSE"	"17 WILSON AVE"	"BROOKLYN"	"NY"	"11237"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7035	-73.9301
"706380908"	"COFFEE LLC"	"220 E 42ND ST"	"NEW YORK"	"NY"	"10017"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7498	-73.9732
"654795806"	"COFFEE POT"	"2819 23RD AVE"	"ASTORIA"	"NY"	"11105"	"36"	"081"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7753	-73.9138
"209631993"	"COFFEE SHOP"	"762 SNEDIKER AVE"	"BROOKLYN"	"NY"	"11207"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6561	-73.8979
"521503441"	"COFFEE SHOP"	"16848 JAMAICA AVE"	"JAMAICA"	"NY"	"11432"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7069	-73.7906
"806780136"	"COFFEE SHOP"	"29 UNION SQ W"	"NEW YORK"	"NY"	"10003"	"36"	"061"	"581228"	"581208"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7365	-73.9912
"402822199"	"COFFEE SHOP"	"12021 JAMAICA AVE"	"RICHMOND HILL"	"NY"	"11418"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7004	-73.8297
"634909733"	"COMMON GROUNDS"	"376 TOMPKINS AVE"	"BROOKLYN"	"NY"	"11216"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6844	-73.9444
"425267563"	"COMMON GROUNDS"	"525 W 42ND ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7603	-73.9967
"633400940"	"COMMUNITEA"	"4122 42ND ST # 1G"	"SUNNYSIDE"	"NY"	"11104"	"36"	"081"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7463	-73.9221
"633370390"	"CONDADO"	"444 MOTHER GASTON BLVD"	"BROOKLYN"	"NY"	"11212"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6681	-73.9068
"427462309"	"CORPORATE COFFEE SYSTEMS INC"	"1325 BOSTON RD"	"BRONX"	"NY"	"10456"	"36"	"005"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8321	-73.8995
"260337894"	"CORPORATE COFFEE SYSTEMS LLC"	"148 W 37TH ST # 5"	"NEW YORK"	"NY"	"10018"	"36"	"061"	"581228"	"596307"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7525	-73.9889
"426306413"	"CORSO COFFEE"	"235 W 46TH ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7596	-73.987
"424299244"	"COUNTY COFFEE BAR & CANTINA"	"34 E 20TH ST # A"	"NEW YORK"	"NY"	"10003"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7385	-73.9888
"408396908"	"CROP TO CUP COFFEE CO"	"529 W 111TH ST"	"NEW YORK"	"NY"	"10025"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8045	-73.9647
"422079399"	"CROSBY COFFEE"	"667 CLASSON AVE # B"	"BROOKLYN"	"NY"	"11238"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6773	-73.9589
"619157100"	"CRUZ COFFEE SHOP"	"1876 FULTON ST # A"	"BROOKLYN"	"NY"	"11233"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6787	-73.9244
"641087101"	"CUENCA COFFEE SHOP"	"9529 JAMAICA AVE"	"WOODHAVEN"	"NY"	"11421"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6947	-73.8493
"421470407"	"CULTURE"	"1010 AVE OF THE AMER # 1"	"NEW YORK"	"NY"	"10018"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7518	-73.9859
"700016957"	"DAILY CUPPA COFFEE"	"1472 52ND ST # 3D"	"BROOKLYN"	"NY"	"11219"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6308	-73.9902
"427842818"	"DAILY PRESS COFFEE"	"181 HAVEMEYER ST"	"BROOKLYN"	"NY"	"11211"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7107	-73.958
"425102565"	"DAMICO COFFEE"	"56 NELSON ST # 2"	"BROOKLYN"	"NY"	"11231"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6777	-74.0037
"422073769"	"DARLING COFFEE"	"4961 BROADWAY"	"NEW YORK"	"NY"	"10034"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8681	-73.9202
"707060574"	"DAYLIGHT DONUTS"	"9 BROADWAY"	"NEW YORK"	"NY"	"10004"	"36"	"061"	"546105"	"581228"	"DOUGHNUTS"	"72251510"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7052	-74.014
"404592268"	"D & C COFFEE SHOP"	"10408 37TH AVE"	"CORONA"	"NY"	"11368"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7533	-73.863
"403987425"	"DEBARA COFFE SHOP"	"144 AVENUE T"	"BROOKLYN"	"NY"	"11223"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.5983	-73.98
"253228159"	"DELICIAS MANABITAS CORP"	"4205 35TH AVE"	"LONG ISLAND CITY"	"NY"	"11101"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7544	-73.9201
"404614303"	"DE LUXE"	"410 7TH AVE"	"BROOKLYN"	"NY"	"11215"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6645	-73.984
"426266381"	"DEMARCO COFFEE"	"569 LEXINGTON AVE"	"NEW YORK"	"NY"	"10022"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7567	-73.9715
"421150049"	"DENIM CAFE"	"1013 BEDFORD AVE"	"BROOKLYN"	"NY"	"11205"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6893	-73.9548
"426825699"	"DESTINY SANDWICH SOUP COFFE BR"	"2166 FREDERICK DOUGLASS BLVD"	"NEW YORK"	"NY"	"10026"	"36"	"061"	"581228"	"581219"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8052	-73.9548
"421979556"	"DOMA"	"27 1/2 MARTIN ST"	"NEW YORK"	"NY"	"10014"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7333	-74.0048
"258660125"	"E 2 SQUARE CAFE"	"240 PAGE AVE # 114"	"STATEN ISLAND"	"NY"	"10307"	"36"	"085"	"581228"	"581214"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.5196	-74.235
"416644500"	"EDDIE'S EXPRESS COFFEE SHOP"	"85 PITT ST"	"NEW YORK"	"NY"	"10002"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7186	-73.9826
"383604857"	"EDITA COFFEE SHOP"	"1431 CROMWELL AVE"	"BRONX"	"NY"	"10452"	"36"	"005"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8419	-73.9193
"225708080"	"EL CERRITO DEL CARMEN RSTRNT"	"2024 MCDONALD AVE"	"BROOKLYN"	"NY"	"11223"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6033	-73.9727
"414414685"	"EL JIBARITO"	"703 HUNTS POINT AVE"	"BRONX"	"NY"	"10474"	"36"	"005"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8151	-73.8866
"415132319"	"EL TESORO COFFEE SHOP"	"6404 ROOSEVELT AVE"	"WOODSIDE"	"NY"	"11377"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7458	-73.9
"406164650"	"EMILY COFFEE SHOP"	"1368 CROMWELL AVE"	"BRONX"	"NY"	"10452"	"36"	"005"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8404	-73.92
"400785466"	"EMPORIO"	"231 MOTT ST # A"	"NEW YORK"	"NY"	"10012"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7226	-73.9953
"433208623"	"ENVY CAFE INC"	"9402 80TH ST"	"OZONE PARK"	"NY"	"11416"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6845	-73.861
"425565589"	"ESPARKS COFFEE"	"6429 MYRTLE AVE"	"GLENDALE"	"NY"	"11385"	"36"	"081"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7012	-73.8914
"649848900"	"ESPRESSO"	"3557 77TH ST"	"JACKSON HEIGHTS"	"NY"	"11372"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7497	-73.8889
"684102148"	"ESPRESSO BAR"	"1465 2ND AVE # 76-77"	"NEW YORK"	"NY"	"10075"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7717	-73.9564
"404194618"	"ESPRESSO DREAM"	"42 E 46TH ST"	"NEW YORK"	"NY"	"10017"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7551	-73.9771
"427370284"	"ESPRESSO ROOM INC"	"305 E 45TH ST"	"NEW YORK"	"NY"	"10017"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7518	-73.9699
"433908855"	"EXPRESS COFFEE SHOP"	"723 5TH AVE"	"BROOKLYN"	"NY"	"11215"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6605	-73.9943
"417526777"	"EXPRESSO DREAM LLC"	"8 W 46TH ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7563	-73.9798
"589654243"	"FABIANES CAFE & PASTRY"	"142 N 5TH ST"	"BROOKLYN"	"NY"	"11211"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7165	-73.9589
"467382222"	"FALLAR CO"	"101 MAIDEN LN"	"NEW YORK"	"NY"	"10038"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.707	-74.0069
"427506065"	"FAMILY BROWN SUGAR WEST INDIAN"	"884 RUTLAND RD"	"BROOKLYN"	"NY"	"11203"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6604	-73.9301
"416689224"	"FASHION COFFEE SHOP"	"9722 57TH AVE # 11M"	"CORONA"	"NY"	"11368"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7364	-73.8631
"403981073"	"FIDEL'S COFFEE SHOP"	"1089 SOUTHERN BLVD"	"BRONX"	"NY"	"10459"	"36"	"005"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8247	-73.8921
"646202382"	"FIFTH AVENUE COFFEE BAR"	"42 W 35TH ST"	"NEW YORK"	"NY"	"10001"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7497	-73.9858
"422007378"	"FIFTH AVENUE RSTRNT & DINER"	"432 5TH AVE"	"BROOKLYN"	"NY"	"11215"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6697	-73.9862
"705078272"	"FIKA"	"114 W 41ST ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7543	-73.9852
"705108151"	"FIKA"	"122 E 42ND ST # 1"	"NEW YORK"	"NY"	"10168"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7511	-73.9763
"400306507"	"FIKA ESPRESSO BAR"	"41 W 58TH ST # 2"	"NEW YORK"	"NY"	"10019"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7644	-73.9751
"700084517"	"FILLIE'S"	"8320 3RD AVE"	"BROOKLYN"	"NY"	"11209"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6252	-74.0307
"420388392"	"F & J DELI COFFEE"	"2140 WESTCHESTER AVE"	"BRONX"	"NY"	"10462"	"36"	"005"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8339	-73.8531
"436682137"	"FOCA COFFEE SHOP"	"119 WYCKOFF AVE"	"BROOKLYN"	"NY"	"11237"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7044	-73.9192
"400785468"	"FRAME"	"424 W 33RD ST # 2"	"NEW YORK"	"NY"	"10001"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.753	-73.9981
"433561901"	"FRIEND COFFEE SHOP"	"1035 MANHATTAN AVE # A"	"BROOKLYN"	"NY"	"11222"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7342	-73.9552
"599759917"	"GARDEN COFFEE SHOP"	"2955 WEBSTER AVE"	"BRONX"	"NY"	"10458"	"36"	"005"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.8677	-73.8834
"234605590"	"GIMME COFFEE"	"495 LORIMER ST"	"BROOKLYN"	"NY"	"11211"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7117	-73.9493
"403158336"	"GIMME! COFFEE"	"107 ROEBLING ST"	"BROOKLYN"	"NY"	"11211"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7154	-73.9557
"114753056"	"GIOIOSA CAFFE ESPRESSO"	"6814 20TH AVE"	"BROOKLYN"	"NY"	"11204"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6146	-73.9882
"423905445"	"GLOBE COFFEE SHOP"	"3086 51ST ST"	"WOODSIDE"	"NY"	"11377"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.757	-73.908
"485383764"	"GLORIA JEAN'S COFFEE"	"2655 RICHMOND AVE # 2175"	"STATEN ISLAND"	"NY"	"10314"	"36"	"085"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.5812	-74.1661
"608174785"	"GLORIA JEAN'S COFFEE"	"9015 QUEENS BLVD # 1037"	"ELMHURST"	"NY"	"11373"	"36"	"081"	"581228"	"581208"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7346	-73.8709
"427831591"	"GOLD COFFEE INC"	"4206 COLLEGE POINT BLVD"	"FLUSHING"	"NY"	"11355"	"36"	"081"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7546	-73.8333
"436285143"	"GONG CHA"	"13620 ROOSEVELT AVE"	"FLUSHING"	"NY"	"11354"	"36"	"081"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7593	-73.8292
"224539072"	"GORILLA COFFEE INC"	"97 5TH AVE"	"BROOKLYN"	"NY"	"11217"	"36"	"047"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6797	-73.9779
"403162219"	"GREENE STREET COFFEE LLC"	"110 GREENE ST"	"NEW YORK"	"NY"	"10012"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7245	-73.9996
"428127213"	"GREEN NATURE COFFEE HOUSE"	"555 W 42ND ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7608	-73.9982
"409282540"	"GREGORY'S COFFEE"	"12 E 46TH ST"	"NEW YORK"	"NY"	"10017"	"36"	"061"	"581228"	"546102"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7554	-73.9782
"624062659"	"GREGORY'S COFFEE"	"327 PARK AVE S # 1"	"NEW YORK"	"NY"	"10010"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7409	-73.9855
"434949243"	"GREGORY'S COFFEE"	"551 MADISON AVE"	"NEW YORK"	"NY"	"10022"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.761	-73.9732
"402538335"	"GREGORY'S COFFEE"	"421 7TH AVE # 553"	"NEW YORK"	"NY"	"10001"	"36"	"061"	"581228"	"581208"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7503	-73.9906
"422144845"	"GREGORY'S COFFEE"	"874 AVENUE OF THE AMERICAS"	"NEW YORK"	"NY"	"10001"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7477	-73.989
"434949242"	"GREGORY'S COFFEE"	"42 BROADWAY"	"NEW YORK"	"NY"	"10004"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7064	-74.0128
"403327051"	"GREGORY'S COFFEE"	"58 W 44TH ST"	"NEW YORK"	"NY"	"10036"	"36"	"061"	"581228"	"581214"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7558	-73.9826
"643570500"	"GREY DOGS COFFEE"	"90 UNIVERSITY PL"	"NEW YORK"	"NY"	"10003"	"36"	"061"	"581228"	"581208"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7337	-73.9931
"433861327"	"GRIND"	"1183 BEDFORD AVE"	"BROOKLYN"	"NY"	"11216"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.683	-73.9535
"433274183"	"GROUND CENTRAL COFFEE CO"	"155 E 52ND ST # B"	"NEW YORK"	"NY"	"10022"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7575	-73.9703
"485668826"	"GUYAND GALLARD"	"180 MADISON AVE # A"	"NEW YORK"	"NY"	"10016"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7477	-73.9832
"229096029"	"GUY & GALLARD"	"120 E 34TH ST # 2"	"NEW YORK"	"NY"	"10016"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7463	-73.9803
"540839644"	"GUY & GALLARD IV"	"339 7TH AVE # 1"	"NEW YORK"	"NY"	"10001"	"36"	"061"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7478	-73.9928
"463020446"	"HIDDEN COTTAGE HILL OF BEANS"	"286 NEW DORP LN"	"STATEN ISLAND"	"NY"	"10306"	"36"	"085"	"581228"	"581228"	"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.5719	-74.1129
"689303220"	"HIGH POINT COFFEE"	"581 5TH AVE # 1"	"BROOKLYN"	"NY"	"11215"	"36"	"047"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6646	-73.9898
"607366614"	"HILLIER GOURMET COFFEE CO INC"	"91 WRIGHT AVE"	"STATEN ISLAND"	"NY"	"10303"	"36"	"085"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6347	-74.1493
"400339987"	"HOCK COFFEE SHOP"	"300 WESTERN AVE"	"STATEN ISLAND"	"NY"	"10303"	"36"	"085"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.6339	-74.1825
"436288442"	"HOLE IN THE WALL COFFEE"	"420 5TH AVE"	"NEW YORK"	"NY"	"10018"	"36"	"061"	"581228"		"COFFEE SHOPS"	"72251505"	"SNACK & NONALCOHOLIC BEVERAGE BARS"	40.7508	-73.9833
